u,g,r,i,z,redshift,alpha,delta
21.93404,20.63673,20.43415,20.5382,21.06658,-0.0007837468,341.85326118742,-0.340344282153601
23.08324,22.22094,21.80421,21.744,21.26815,0.254551,212.511132819126,53.2487384467941
23.70443,21.96212,20.32933,19.49058,19.16317,0.4356426,162.925370411567,-1.96713787891138
18.6511,17.69093,17.27938,17.0967,17.01132,0.0001421184,151.429627911948,54.5510673431287
23.63024,22.49052,20.69863,19.69766,19.31489,0.5182913,164.776770753567,8.18206395992361
18.98194,17.07672,16.25654,15.9436,15.76659,-8.38746e-05,173.908660773509,-1.25953629542762
23.66619,23.96655,21.9482,20.54331,19.74378,0.7575823,204.320638907087,48.2236129284953
23.76169,21.4837,21.44604,21.30866,21.28664,2.243875,342.664198430794,10.6726762293039
23.1704,22.66788,20.88332,19.65487,19.10509,0.6541209,218.705652603016,42.7991307165588
18.73793,18.56996,18.19701,18.32477,18.41166,1.122505,241.491531064249,43.0110637099933
25.27835,23.6106,22.33846,20.80612,20.00963,8.330662e-05,120.255916303223,53.3173711139766
22.01639,21.33445,21.00086,20.38468,20.23878,1.673531,0.310914235328397,-4.04777527152089
21.89369,21.56754,21.51071,21.37925,20.74151,2.071546,149.372579815456,36.5153969050077
21.93336,20.81848,20.20214,20.03352,19.84184,-9.108058e-05,199.161790593075,52.0996046696889
24.34,20.83311,19.34633,18.64082,18.40793,-0.0004244631,234.32456582861,34.540848357681
22.50212,22.45338,22.1645,21.07872,21.36905,0.7994953,144.963096875927,31.6666949519399
18.70729,17.57806,17.0933,16.76193,16.58478,0.06705017,166.160694026635,4.87830930927428
22.4649,23.24376,21.40545,20.31623,19.66112,0.6411753,132.353498376028,36.6418091611027
23.28169,23.14939,21.97138,20.82518,19.92802,0.7756043,153.702165630577,29.8294634807823
22.33167,21.95106,21.616,20.99334,20.83334,1.763551,22.6410779415237,18.1594662058239
18.98633,17.49784,16.61848,16.20087,15.92765,0.1099519,137.214918356154,14.415201302515
19.47137,19.39268,19.58563,19.74653,19.82431,1.447856,116.986238076678,15.4615059416136
23.39813,20.69823,19.3609,18.13265,17.52647,-1.773631e-06,193.220215078263,47.7102306025229
24.85313,22.94802,22.46083,21.66161,21.07414,0.9437922,163.528138398684,24.4765351718934
22.85581,21.6128,20.05399,18.74916,18.0715,2.520929e-05,350.956290411612,0.819821171596392
20.7801,19.76724,19.20723,18.81196,18.73015,0.131888,193.962129781846,45.9506669992167
19.59831,17.95528,17.47534,17.19168,17.0209,0.03273446,192.714612235026,35.4059022323131
21.95657,20.09901,18.48001,17.90805,17.55479,0.3368833,226.598994168394,34.125192967947
20.9619,20.17352,19.85756,19.95058,19.91401,0.0003595262,164.288279569585,-1.92808611223937
19.959,18.35677,17.21605,16.71555,16.34754,0.1658268,159.729390030063,19.7234264422643
21.76151,21.10607,20.94991,20.68135,20.53563,0.6736367,201.703553477969,37.3648578856199
21.64153,21.03087,20.85408,20.82738,20.71568,2.602383,130.806339807624,10.2849828116765
24.00271,24.3301,22.20868,20.69081,19.73922,0.7017055,173.443586881612,33.7074142406498
19.13968,18.20562,17.85044,17.73057,17.69069,0.0008157988,140.672945831346,8.30545185056593
19.13104,17.89649,17.60903,17.41392,17.29871,0.04510586,222.436387524397,18.1209946577554
21.5514,20.6547,20.1609,20.00335,20.0022,-0.0005019342,183.507138225284,49.8747435100506
19.41698,18.2387,17.65316,17.24952,17.02245,0.07765064,148.252570595436,6.98041101414929
22.95635,20.79486,18.98787,18.36422,17.99258,0.3690427,169.596727856639,67.1635233060323
24.11482,21.35455,19.72281,18.79459,18.30889,0.4862567,123.939559044722,58.3616517670292
23.35333,23.03426,20.96728,19.97372,19.42658,0.5663913,251.561864069813,36.6339100137056
20.01792,19.99405,19.93815,19.80613,19.64668,2.03818,8.54696996007044,2.19581902133993
25.70433,21.54833,21.21018,20.94236,21.03019,0.001955136,352.844515147719,-1.27738793632061
21.54263,21.22625,20.90549,20.92777,21.43012,0.9869245,193.075319500376,22.4428434164094
23.29877,20.42018,19.1268,18.50383,18.17919,-0.000159531,218.605833527804,45.3845004417114
22.05344,21.74899,21.87072,21.74003,21.80143,1.986488,205.396636680386,36.3197606255256
19.76418,18.89095,18.61458,18.521,18.45855,-0.001422965,16.3222988086411,13.2133727024502
24.2826,22.39095,20.7261,18.87517,17.89741,0.000101518,58.6940660339707,0.572144344427158
22.04538,20.07324,18.52469,17.96285,17.61853,0.289239,227.938394391351,8.77826933984339
20.86954,19.29034,18.02072,17.38564,17.02272,0.2295049,147.670426082992,57.9959552783962
23.1322,22.7522,21.20005,20.51556,19.76589,0.5090277,167.316059584684,46.221565136665
26.43605,23.44453,21.9974,20.73685,19.7823,0.7115064,171.274879234246,53.7534356550342
24.07825,22.6384,20.91053,19.65948,19.45061,0.6100984,170.978439042599,65.5668364005558
23.53881,22.22981,21.74308,21.3237,20.81047,0.9579349,153.632655496867,26.8538486320632
22.24447,22.0783,20.55557,19.70287,19.51169,0.5603396,218.686196322187,30.4057942652169
23.15817,22.8041,21.88152,21.27483,20.62443,0.9420143,133.138308331929,24.3536874047255
22.01334,21.5633,21.32544,21.30332,21.06472,-0.0003137305,162.277692877338,22.4752266891805
22.39439,21.48759,20.39063,19.69103,19.32102,0.5035435,152.529135512863,40.1863337881933
19.61548,19.49748,19.34256,19.18485,19.37046,1.264503,259.277937898023,36.0095645294329
21.34956,19.14259,18.21319,17.81613,17.63362,-0.0003586209,7.44180458334259,-9.75207095781473
19.45116,18.39977,18.00802,17.84029,17.75734,-4.717546e-05,358.004502383395,10.56589483816
20.48089,18.74362,17.91582,17.26087,17.04564,0.141003,175.821758005205,3.65675674418429
25.30328,22.69073,20.81311,19.59124,19.06746,0.6398861,149.483050633588,20.6119713907295
19.90895,18.22409,17.52833,17.26686,17.09925,-6.520391e-06,46.2411529407915,6.77868295475473
22.39845,21.46636,19.62417,18.79604,18.3502,0.3586455,124.463883533446,58.6804523120568
24.0719,20.64097,19.96943,19.74361,19.70832,-0.0005237792,340.119056242423,20.9136300615167
20.27551,18.19094,17.26557,16.7435,16.51101,0.09735397,116.033529632648,20.2388449832203
23.96554,22.21756,20.47699,19.42127,18.96765,0.5589167,223.816224420301,44.4702351703236
22.56576,20.12126,18.49441,17.94347,17.51433,0.3036643,247.177479823671,38.1470620175652
23.6723,21.66479,19.95685,19.14557,18.61852,0.4656866,146.086817629558,19.6989037812179
16.19385,16.43041,16.85466,17.20366,17.47121,2.272196e-05,244.916756567718,22.4995342761443
26.22604,21.87097,21.98739,20.57335,20.22291,0.9354913,148.306952325237,20.0203530381548
19.82793,18.23241,17.3312,16.90324,16.51388,0.1203824,139.294413550707,59.6259656263499
22.29844,21.55418,19.93998,19.49006,19.11023,0.4405251,152.448316518448,34.1572005486325
26.07912,22.38152,20.6493,19.53922,18.93081,0.5878801,219.242977733466,53.0961946545849
22.6368,20.04832,18.4166,17.86713,17.48303,0.3028166,194.040808310993,53.2652640154802
21.68951,21.37532,21.48834,21.07095,21.20976,1.637655,199.920752252562,45.7419584551487
21.70962,19.22238,17.94697,17.26483,17.05584,0.0001372679,228.394298598513,7.99614808118684
20.19099,18.59335,17.71563,17.27806,16.97972,0.1186955,125.863864125228,45.0592175879069
25.44168,22.67206,21.3239,19.98663,19.44994,0.6060806,216.942995583291,2.91561933486817
21.13392,20.8894,20.94122,20.78208,20.58368,1.733933,130.239914007579,23.2149925146189
22.4261,22.80801,20.70233,19.54,18.99343,0.5847129,121.87908511703,28.868012934535
23.00495,22.25762,20.34152,19.42322,18.90842,0.5027429,225.383419067887,9.14761758808837
21.6356,21.59266,21.59676,21.24472,21.12314,1.908738,178.012939422056,46.0568174099862
18.0269,17.11215,16.77857,16.6267,16.63024,-7.844924e-05,191.942745956984,22.4209466540191
20.85312,20.32917,20.16683,20.23059,20.19608,1.699303,214.355825469466,44.0499995126974
25.83439,23.27675,21.49332,20.70691,19.935,0.5007682,130.391020144373,47.1358225441427
22.85018,21.4962,20.47587,19.62354,19.08957,0.6106538,208.735687408106,45.1754631273549
18.12927,16.89493,16.45042,16.28848,16.22842,-1.434621e-05,154.063715050806,18.2404040558401
22.03382,20.73405,20.33477,20.15443,20.2676,-0.0003037441,46.048300839951,38.3278374242863
26.33901,22.79986,21.16583,20.09023,19.57395,0.531335,208.903706140524,39.5830953881579
21.35594,20.4706,19.96664,19.7953,19.79887,8.562897e-05,100.725403240654,38.4856908258792
18.42188,17.31745,16.80809,16.59143,16.49031,-0.0008235598,341.407020003072,13.7359804086377
21.12906,19.99959,19.41594,19.21216,19.07388,-0.001044765,352.956475227613,29.4298823247836
24.3008,20.9038,20.54772,20.20979,19.68819,3.066865,14.9379141427265,-9.86534302143264
24.52489,23.14146,21.72433,20.10796,19.37324,0.759606,186.130562818874,34.496744092813
18.62791,17.30129,16.56471,16.16042,15.86999,0.0,141.376419753473,37.214828188967
19.37797,19.14479,18.93127,18.82519,18.68098,0.9039437,179.997422968221,46.2101836015544
19.48698,18.35571,17.727,17.57534,17.48278,-2.501509e-05,142.43704180988,15.0210613295153
19.90453,18.36363,17.56587,17.10055,16.79482,0.0745101,213.709804655947,56.9732533219378
20.09381,19.2946,18.71697,18.21268,17.92416,0.4416943,141.533346102593,7.75740459452819
19.7918,19.31454,19.04621,18.75919,18.43016,2.0883,241.130661501955,45.0215774413894
22.5842,20.27694,18.7972,17.6603,17.05655,6.642991e-05,4.79713412321701,-0.147783404645025
25.19936,21.86045,21.4492,21.13551,20.3465,2.432654,356.4423054815,2.76120378083774
21.26653,21.28306,20.20452,19.36474,19.27649,0.5452881,148.246955342974,24.8582455408886
25.87666,21.71644,19.82193,18.92275,18.5309,0.4758567,135.834477401342,56.8294990795467
26.05269,22.09144,20.14081,19.55232,19.18568,0.4282395,129.132382692977,44.4186881137563
24.92586,21.74232,21.46081,21.40991,21.44444,-0.000601572,358.731437428689,-9.62647361195032
23.48412,24.34284,21.6841,19.96434,18.66492,-0.0003186979,247.590410038335,39.1384125195359
20.44481,18.4594,17.39243,16.96804,16.61908,0.1346364,201.418693431336,20.9975368501573
20.567,20.04578,19.91743,19.7575,19.59944,2.207478,147.523042864084,4.82268549402577
20.75258,19.59186,19.34771,19.3018,19.29264,4.494307e-05,217.005666885863,-1.90980079715714
23.63433,20.69654,20.13685,19.96271,19.80205,-0.0001060009,329.586648108672,17.2777278528781
19.56464,17.46325,16.44351,15.99922,15.64293,0.1084393,119.779177919232,13.1728750536747
20.47622,19.67404,19.56878,19.46267,19.38974,-0.0008903985,244.230927860045,47.8191682099403
19.60464,18.38168,18.39069,18.45831,18.56787,0.000463412,119.11670413827,8.67960703578694
24.14675,22.27346,21.61633,21.41397,19.74669,0.9263008,158.132681333908,30.758753106944
25.52093,23.05284,22.43969,20.75894,20.66543,1.090016,326.106901530117,0.0556487107879277
19.22343,18.00549,17.40347,17.05026,16.90372,0.0840102,188.069134849704,7.66548085219923
19.38354,17.68472,16.89099,16.52521,16.23643,0.0911801,165.960933452186,15.8157358004696
21.42382,19.14072,18.2391,17.81775,17.6087,-0.0003881531,34.1372792246964,-0.720664534636499
24.59591,20.78383,19.28771,18.51255,18.06701,-0.0001400999,8.07231215037059,-9.68187127304734
22.74595,22.25776,20.62531,19.62486,19.06067,0.5099573,250.69065144283,37.5172497424121
22.38373,22.23172,20.78828,19.84099,19.40331,0.6434623,195.095952950092,38.1243182785679
24.19309,22.57918,21.65212,21.33225,21.51546,0.3065388,219.408843167241,15.3228799211707
21.22161,19.33486,18.2339,17.80993,17.53404,1.931911e-05,340.038433952618,0.117640736254918
17.44347,16.48713,16.1859,16.07465,16.05732,7.258401e-06,188.329782619653,35.2902657292376
19.54624,18.1296,17.443,17.06,16.73329,0.03418218,240.483773773808,12.7534999533487
23.22065,22.47079,20.94543,19.74039,19.2617,0.6021158,222.559699600183,29.2156862009407
21.75692,21.5059,21.48429,21.21475,21.43339,1.712352,180.441281786786,49.9021561661943
22.41215,21.81536,21.48964,21.27745,21.1691,0.0,196.910357246365,45.8018606619183
18.85699,17.16991,16.43703,16.17396,16.02659,-0.000111238,252.714764633119,21.775935049355
21.56897,20.48677,19.97055,19.75058,19.67089,0.2721158,192.73121465159,46.4678678647015
18.44288,17.52838,17.32227,17.23732,17.22843,0.000243193,180.46832896011,57.9333273984403
22.43576,21.97809,20.32558,19.49897,19.06069,0.482044,188.536746271884,67.7673186924427
20.10703,19.20575,18.91975,18.8543,18.79422,-0.0008704411,13.8195522658081,0.965252375762855
21.36028,18.85902,17.69797,17.1691,16.83272,0.0002365008,110.929229247169,0.438952852299192
17.65224,17.11615,17.03724,16.92419,16.92103,1.69311,140.047234595291,49.9011127483316
22.08319,20.54839,18.82526,18.14832,17.8427,0.3890005,245.051842622609,51.5568029115143
26.62225,22.27155,21.81065,21.9077,21.65979,0.0008102016,30.2692985396853,-3.67657269221379
26.14914,21.83555,20.15824,19.38738,19.00404,0.4377665,155.359174437236,45.0428721554508
22.88232,22.93825,20.79494,19.67293,19.36913,0.730473,225.737618549574,49.9295104687827
24.40842,20.63083,20.24954,20.04472,19.95022,3.25464,195.955210031111,6.87418426670168
25.16,23.53951,21.78693,20.60503,19.74847,0.7617353,229.89912430854,45.4366829803794
17.22873,15.85097,15.29128,15.06196,14.94384,0.0002315955,53.194973502835,1.22497012129934
19.83712,19.72261,19.47498,18.57312,17.92602,3.003214e-05,0.711032595001058,-4.8448804492231
21.59462,20.25613,18.61083,18.01876,17.59587,0.3317234,212.024660436643,65.8506878375011
20.31654,19.05206,18.50383,18.27678,18.18078,-0.0004795384,4.44129556090496,-10.5351732586353
24.40039,22.77012,20.85365,19.96229,19.48115,0.4745509,231.096231048827,8.20381207113224
20.62624,18.69032,17.7688,17.37372,17.04002,0.09424928,167.543252461377,41.4359784609337
21.16921,18.67796,17.7214,17.19946,16.77268,0.07577769,231.174994038783,27.9123843276388
19.46917,17.9413,17.08539,16.65959,16.39457,-0.0003636302,81.2945361189559,61.7940049542361
25.51443,20.4215,18.64926,17.84808,17.34934,0.447612,210.34731991809,4.96624253242245
24.24504,21.70996,21.15738,20.89492,20.81743,-0.0007481772,237.656379267654,25.8965530657922
24.20849,21.69345,20.35081,19.46088,19.05215,0.5073747,225.901174785984,46.0062242689736
23.55966,23.18789,20.72675,19.61084,19.37568,0.5609329,203.013028641809,-1.29469370805892
24.14463,22.74102,21.20071,20.13123,19.75057,0.5559705,174.821575014517,64.9558324359373
22.97189,21.62553,20.03094,19.21465,18.62661,0.4698308,233.148019625338,47.8090429034026
19.63187,19.31837,18.71229,18.4643,17.86199,0.3234572,146.200260314587,4.65521474370816
25.82963,21.96391,20.53671,19.53078,19.14613,0.5220736,208.695614234197,17.1686379981269
23.44412,22.41577,20.65682,19.68216,19.33187,0.5088919,233.875903368965,27.2835899337632
24.17979,21.07171,19.283,18.60635,18.16811,0.4124534,177.011331417189,24.8541051840714
23.62525,21.80911,20.3056,18.63955,17.85053,4.522407e-05,112.518622491749,41.3261989403349
21.20026,20.37457,20.09439,20.02613,19.76203,0.01765887,213.065603636918,15.8463588648323
20.99589,19.92834,19.51783,19.36036,19.28485,-0.0003148957,39.8003201380392,26.9839251019948
21.92964,21.37105,20.95259,20.58863,20.31303,0.6268742,29.7696732118393,11.2250368944407
19.03226,16.96362,15.97962,15.51789,15.17027,0.08435827,194.917823280783,36.1101012636935
23.08039,22.02426,20.80525,19.90149,19.37544,0.546072,240.213908860967,27.9642908504061
23.26487,20.87753,20.39191,19.99815,19.75439,3.155665,232.870154161955,36.9583778659072
22.27783,20.15686,18.69743,17.67593,17.15705,0.0002295136,40.9700060007222,0.459382682131264
20.85562,19.45873,18.75333,18.47516,18.22625,-0.0001542768,241.714859627928,5.7540673185644
21.2396,19.08536,17.91321,17.39474,17.06922,0.163236,126.621036932101,57.8004954965323
19.55751,18.01792,17.08885,16.65228,16.28964,0.1273015,175.411457632007,4.18479456792797
21.76115,19.12391,17.69156,17.11228,16.73479,0.2304759,145.605039187988,41.9403318073206
24.09669,22.70078,21.21116,19.95901,19.22856,0.0001772504,227.53406002911,56.8448926497877
20.38087,19.34923,19.05022,18.94303,18.95153,0.0001801876,116.82133624695,27.4481973731258
22.3725,19.48986,17.84034,17.19349,16.74294,0.2637605,236.667519104736,20.9822241162785
24.55142,24.44553,20.93637,19.76165,19.74692,0.5913504,140.246544199701,14.2306717120824
22.02987,19.82748,18.82427,18.56932,18.4005,4.855507e-05,195.784934252052,33.7643467996569
17.64923,16.6065,16.20652,16.03152,15.94926,-0.0006957476,252.90082447627,33.6796683138293
22.33495,21.63192,20.42965,19.4622,19.19823,0.6392999,136.737715194604,2.02607219142506
24.46511,23.62173,21.4583,20.38113,19.43529,0.8663788,225.095958461908,34.645166547126
21.89238,21.36346,20.52909,19.82644,19.43801,0.6679481,196.525042445569,51.9560012399616
21.9253,19.59359,18.10668,17.54163,17.20847,0.282549,184.806237085395,36.1887727354472
23.7689,23.22907,22.80552,21.82076,21.48383,0.7203398,136.212781337443,23.6718667428365
18.66167,17.53761,17.12096,16.95134,16.66627,0.02193579,161.18334497666,52.0443960241757
24.44758,22.49511,20.74838,19.60985,19.17579,0.5320206,135.746234138298,44.9061544675182
20.5932,19.28011,18.78913,18.57296,18.49488,-0.000234469,344.496246101869,0.0274397761873578
19.55286,18.06616,17.18238,16.71443,16.3747,0.1358853,181.199261888161,5.51014232910052
18.33301,16.94531,16.81998,16.82485,16.92159,0.0001310881,132.608554784131,55.19531662659
19.70217,19.43967,19.11967,18.95109,18.801,1.328126,215.845563810512,15.7437652384538
24.02695,20.81378,19.1671,18.50436,18.11784,0.3638962,242.358351916129,36.3467820568312
23.33702,22.65593,20.84507,19.81549,19.23583,0.502094,191.712389302671,37.897346813084
22.40736,21.90103,21.69967,21.18896,20.90584,2.120744,139.956447369678,31.2995079586653
21.16776,20.07988,19.81629,19.67798,19.45491,-0.0001148759,166.095897935232,7.11312390839876
20.62285,20.5922,20.50158,20.43478,20.26983,2.003454,167.972174476465,27.6721807620116
21.06626,21.01082,20.74506,20.64328,20.78302,1.139574,252.664591599236,30.0440078109538
21.82179,21.15797,20.84629,20.71919,20.43257,-0.001474477,252.400159954602,46.3589373457148
18.87256,17.52212,16.91977,16.52462,16.3106,0.09224518,241.84982107782,26.8767150331391
19.74071,17.79515,16.67705,16.13718,15.7603,0.1350536,47.1277488691826,0.722834174353605
20.80486,19.69406,19.08637,18.53075,18.13816,1.163608e-05,3.82022609588789,-10.2070198994541
17.33031,15.84832,15.22434,14.98354,14.87711,-0.000643333,131.022016984767,56.5803604523833
17.45763,15.81709,15.21132,14.99933,14.90086,-0.0001796741,254.132570891231,23.4962017554763
23.54692,21.75112,20.38689,19.49396,19.04107,0.5597982,139.837418948648,47.4755296501373
23.98191,22.43766,20.81623,19.41595,19.02384,0.5877818,193.720306817965,46.516976522255
18.75687,17.90132,17.57359,17.22206,17.14931,0.0884095,178.789509271715,23.8944553476989
22.11209,21.76577,21.23161,20.76482,21.10333,0.5485049,178.109101540274,46.1252912624127
22.49865,21.64915,21.19781,21.17652,20.71507,-0.0003964515,188.275970537229,59.1754473833777
23.62623,25.11437,22.32724,21.0491,19.16718,-1.886078e-05,224.67625672274,53.901147959554
21.88,20.93893,20.89467,20.83121,20.39507,2.265473,209.209050555365,19.4190596136219
22.26978,21.50581,20.44027,19.61373,19.60177,0.6335391,185.545976840046,-1.65013370480421
25.09155,21.93653,21.60999,21.51577,21.34771,-8.061168e-05,320.560545646356,1.56719735028061
20.27785,19.92843,16.17048,30.1546,18.29056,0.7818471,169.053816391866,20.3104898555839
22.61178,22.09214,21.13807,20.1471,19.80619,0.6508751,170.300876954794,23.3420145610556
25.41988,21.06289,20.61019,20.06185,19.81345,3.042258,219.019369131654,35.0746089728195
22.40037,19.99862,18.30484,17.71562,17.31977,0.3471347,232.849037288024,57.7795593388516
24.06849,22.74574,21.14073,20.05791,19.38824,0.6789501,142.377457455531,34.3323915335497
17.03638,15.79204,15.22858,14.87604,14.6085,0.04655846,168.690141201525,10.2248325026505
19.91081,19.73274,19.56542,19.30691,19.10754,1.851289,15.2397929753323,22.1315740830787
22.88578,22.2375,21.7931,21.66246,22.0152,-0.0003778432,235.615683898782,45.5401476710046
22.27942,23.47421,21.43141,20.3879,19.75264,0.7347428,153.949787613342,44.4747123043705
24.05104,21.16596,19.90955,19.38497,19.02209,0.0001176326,52.8043432794526,1.23252614326673
22.2073,21.66819,21.50798,21.481,20.89211,2.462001,241.161452529773,17.6840956000313
23.32158,22.46409,20.87118,19.74282,19.31549,0.7543074,256.734482068166,30.6195768089912
23.35911,22.36938,21.41292,20.38471,19.68582,0.6854342,120.045934934812,38.5071567348773
20.48507,18.37683,17.3034,16.79774,16.35688,0.1151255,237.932687787693,47.9066507067702
21.82247,21.54075,20.39168,19.66111,19.24297,0.5850417,213.097089000336,16.2712855704563
23.48154,23.20971,21.86231,20.6112,19.83736,0.7065958,125.065029718639,33.1522233612476
19.9854,18.28288,17.34934,16.80199,16.34269,0.06134986,172.221914765343,3.5179855025168
22.4813,20.91414,20.5658,20.31947,20.16383,3.066525e-05,160.751331285321,-1.60487561104564
26.81404,22.72682,20.42031,19.48377,18.95625,0.4655334,169.092671316131,-2.73141487345072
22.27347,21.071,19.41587,18.47427,17.97354,0.514765,130.485487782647,30.4101714493387
24.0331,21.69262,20.54255,19.78964,19.51925,0.4494317,152.385343309924,17.941055564507
24.36772,23.20677,21.66819,20.65952,19.95738,0.54268,222.695868115029,41.4841789667443
23.03312,22.01765,21.4703,21.26708,21.14761,1.211878,241.506388043123,41.1811406450632
20.91675,18.7445,17.66254,17.2338,16.85911,0.1379829,243.010618496247,41.677501466974
22.73952,21.66209,21.59989,21.33469,20.68567,2.591988,195.883457261561,46.2064816858158
23.30609,21.90337,20.57721,19.62675,19.4618,0.5070221,252.989942812937,32.0500948675708
19.98747,19.84779,19.60789,19.64818,19.6218,1.081366,352.978099035786,26.8371006325044
23.48713,23.6529,21.66944,20.4707,19.65653,0.7066028,219.848110435946,51.9666576487847
22.20726,21.42548,21.16297,20.91488,20.94171,1.551558,359.370467976922,16.1337993085862
20.93298,19.06907,18.42686,18.14461,18.0935,-8.285038e-05,192.610714708651,46.4722335925539
24.35968,21.15858,19.81663,19.28245,18.95152,-0.0001084545,327.817725483354,0.143334813564139
24.93301,23.65776,21.47407,19.93369,19.4202,0.6976144,159.377944874667,36.3437113015019
22.13577,20.87483,20.27828,20.01099,19.91846,0.0006593923,170.251591106344,-12.3698882767718
18.67294,17.68445,17.24611,17.14211,17.14577,0.0002801298,150.92883544691,2.37908705328772
17.20638,17.06055,17.10474,17.15683,16.64747,0.3548921,127.008936043592,51.8251826737264
23.37967,22.02618,20.6398,19.76446,19.38639,0.5224471,118.732108149121,43.1496948626025
24.63467,25.11439,21.47685,18.50328,22.8269,6.426028e-05,242.268820473983,9.63558597794838
23.75055,19.53389,17.95979,17.40159,17.09155,0.2821692,210.758520428092,45.7806696025716
23.2805,21.87105,20.22396,19.1038,18.68134,0.5528612,171.831816343918,64.0208497542553
19.30057,18.84465,18.23633,17.73913,17.62117,0.19378,166.768737342656,5.88852951055829
22.08397,21.44161,21.28346,20.83564,21.16539,1.831297,30.5193589711449,26.4999642524785
17.70123,16.71861,16.40875,16.27622,16.25392,0.0002626351,247.08161191576,9.09955657513352
23.08793,21.50472,19.64541,18.89969,18.41877,0.4368538,165.27338685114,50.8878521836391
21.1065,21.03383,20.51545,20.16572,19.73484,1.971626,138.18026617041,49.3055972395643
22.38061,21.28856,19.73523,18.79684,18.33677,0.4858239,114.576215910168,18.6319242405948
23.30894,21.15352,20.90096,20.86505,20.53592,2.97175,162.069758445354,39.9686011346507
19.13759,17.89257,17.4337,17.14787,16.95765,0.07691237,141.469584788142,5.42571481590387
20.37143,18.49298,17.65357,17.25983,16.93766,0.06893388,231.530952981032,28.6347048499053
20.76406,18.51623,17.22451,16.71334,16.38286,0.1949101,171.384809719817,35.0219888307112
22.84978,21.93612,21.89974,21.66849,21.63542,2.675117,164.288860772385,41.4506978515597
18.52099,16.93836,16.24164,15.96762,15.79528,-0.0001328532,198.058102308696,0.614054536977795
21.8539,20.81483,19.11218,18.45226,18.1354,0.3925051,140.707180556887,18.0521960856807
22.15939,21.20495,20.56628,20.12331,19.72025,0.7541757,170.704013947534,48.9826353906102
22.72259,21.22158,19.47505,18.74786,18.33227,0.4275279,172.869519892895,-2.10163538002093
20.96587,18.96368,17.69559,17.20051,16.81962,0.1838595,225.818344728456,23.0368204900749
22.23654,21.81912,22.00883,21.7664,21.30096,1.973123,156.940314184416,42.7731129227314
24.09628,22.59334,20.99845,19.68009,19.54268,0.6203062,254.394790117166,37.7275580953139
25.00547,21.34951,21.0661,20.74794,20.39955,2.32001,38.5875094278544,-4.82606003396022
21.80904,21.60074,21.65392,21.38509,21.29305,1.851417,200.835712918634,36.4129041841193
22.96729,20.80507,19.1461,17.699,16.89735,-6.480093e-05,145.139728924291,8.22809536451474
26.61614,21.16086,19.43372,18.42724,17.91724,0.5315699,121.323765447315,22.433643955683
19.13186,17.61186,16.81459,16.39493,16.07805,0.1121112,145.026863414448,68.41203941677
24.54771,23.64882,21.74708,20.47566,19.69035,-2.390308e-05,351.540947571027,23.8105624553193
22.50521,21.97793,21.70519,21.76383,22.03956,1.424112,174.369826282227,7.48539168107609
24.03094,22.03712,20.5129,19.48534,18.95861,0.5546671,211.334481268034,49.4897864130959
18.53106,17.07199,16.86931,16.82769,16.7653,-3.073889e-05,64.0100817822912,32.5313584846786
17.97205,16.69992,16.90857,17.07263,17.18229,-0.0006628871,241.095551404813,46.3421277600548
25.91649,21.67976,20.40805,19.62976,19.16927,0.3852854,143.991995864323,33.6023968190303
19.71939,18.43103,17.97455,17.82526,17.94133,7.870866e-05,119.952294075968,-0.663676976657321
20.38771,18.93599,18.28706,18.03297,17.91268,-3.344341e-05,46.0540607352442,39.1763849964919
17.38949,16.30699,15.92531,15.76744,15.69229,-0.0001639865,187.108285418544,0.494880166963469
19.62516,19.52205,19.37979,19.46615,19.39152,0.9122967,347.208285057583,1.72736301129937
18.8705,18.66878,18.72346,18.61004,18.59473,1.837073,227.058584821342,36.59150607281
24.34087,21.33492,19.60608,18.79123,18.31943,0.4682853,190.022653805897,22.404220508771
23.41982,22.86707,22.10216,21.01045,19.9482,0.6300159,116.059698226426,40.0197001584294
22.69151,21.65054,19.90087,19.02953,18.6707,0.4721743,124.318604031119,3.38597272137066
21.56203,21.54207,20.28526,19.8264,19.5886,0.4384721,225.408096323067,41.1711123110493
21.18992,19.89513,19.77944,19.83434,19.88906,-0.0004072993,37.928123956693,-3.93358887372322
20.33249,19.48404,19.10866,18.95968,18.96128,-9.938853e-05,41.2349804861382,0.891042238950524
23.453,23.04224,20.82269,19.64787,19.19954,0.6500019,227.342243022391,39.0927520036059
20.74874,18.64241,17.32209,16.83961,16.43711,0.1863267,150.706976548063,28.8994593535874
20.14297,18.99471,18.51532,18.34994,18.31077,-5.055684e-05,119.605200213511,10.1403723966108
21.93601,21.84292,21.3791,21.03669,20.73948,2.024164,169.381036754267,41.3173588505492
19.29338,18.17392,17.7481,17.5001,17.3711,0.08603808,220.535348047684,33.7620067177877
19.04108,18.05412,17.61663,17.44066,17.36084,-0.001033563,42.2230217669689,33.7033282104078
18.25532,16.74279,15.95927,15.50902,15.17733,0.07747213,233.183821917492,27.9223937802315
20.59967,18.60633,17.32734,16.82332,16.47695,0.1882493,145.949474688665,38.0243606127162
18.13334,16.66114,16.30356,16.12053,16.06273,0.007278674,171.57667295151,39.0247091680567
24.67912,22.1088,20.44865,19.48284,19.21248,0.5003436,135.545737430134,33.4901393368596
22.84676,22.06438,21.92187,21.95922,22.4726,2.577578,19.1126090291417,33.2392465308938
